iter	Logloss
0	0.549387854
1	0.4581474365
2	0.3875252777
3	0.3299621552
4	0.2898982361
5	0.2528352051
6	0.225763385
7	0.1953825134
8	0.1740957504
9	0.1537120148
10	0.1364432739
11	0.1289315018
12	0.1196164597
13	0.1131429352
14	0.1075471832
15	0.1039025948
16	0.1005410172
17	0.09727394333
18	0.09549541702
19	0.09380963593
20	0.09249954987
21	0.09082049561
22	0.08959144287
23	0.08871377106
24	0.08801256561
25	0.08698855667
26	0.08566158524
27	0.08468955841
28	0.08419705887
29	0.08378370819
30	0.08339586868
31	0.08305937729
32	0.08278431778
33	0.08249736176
34	0.08230740738
35	0.08208670349
36	0.0818968071
37	0.08141701126
38	0.08122451553
39	0.08082473679
40	0.08068447037
41	0.08055843582
42	0.08042512817
43	0.08028851013
44	0.08020067673
45	0.08012108841
46	0.08002094803
47	0.07988015289
48	0.07980223007
49	0.07969087524
50	0.07963944321
51	0.07955694656
52	0.07946531754
53	0.07935926132
54	0.07929072189
55	0.07922175751
56	0.07897810059
57	0.0788945343
58	0.07884043732
59	0.07879305573
60	0.07870760117
61	0.07864001846
62	0.07857383194
63	0.07851032028
64	0.07845493469
65	0.07836838684
66	0.07830386734
67	0.07812239227
68	0.07807585526
69	0.07802118301
70	0.07796520462
71	0.07794128418
72	0.07789183426
73	0.07785861511
74	0.07781562653
75	0.07777076416
76	0.0777282486
77	0.07769257584
78	0.07762663727
79	0.07761128693
80	0.07756305618
81	0.07752102661
82	0.07748564758
83	0.07743992462
84	0.07729334564
85	0.07725768204
86	0.07721927948
87	0.07718283844
88	0.07713559647
89	0.07710430298
90	0.07707552719
91	0.07704493256
92	0.07700668869
93	0.07697615814
94	0.07696296921
95	0.07692880325
96	0.07688972397
97	0.07686130142
98	0.07683333511
99	0.07680874939
100	0.07678726807
101	0.0767494133
102	0.07670824661
103	0.07669094925
104	0.07667835541
105	0.07665679398
106	0.07663334351
107	0.07659371414
108	0.07655731583
109	0.07653711624
110	0.07649722824
111	0.07646275864
112	0.07642522812
113	0.0764188736
114	0.07639991531
115	0.0763678627
116	0.07634443588
117	0.07631843262
118	0.07621846008
119	0.0761869133
120	0.07615235977
121	0.0761156929
122	0.07608729095
123	0.0760094841
124	0.07599521942
125	0.0759262825
126	0.07589835281
127	0.07585901108
128	0.07583783875
129	0.07581636276
130	0.07578074112
131	0.07574402466
132	0.0757252121
133	0.07570592194
134	0.07567237778
135	0.07563823242
136	0.0756196846
137	0.07559684525
138	0.07557642975
139	0.07555520248
140	0.07553073654
141	0.07550655212
142	0.07544589996
143	0.07543150101
144	0.07541521835
145	0.07538474731
146	0.07536052856
147	0.07530970612
148	0.0752786026
149	0.07524607849
150	0.07521004562
151	0.07518236923
152	0.07516227875
153	0.07513773651
154	0.07509696274
155	0.07507624207
156	0.07504196548
157	0.07501881256
158	0.07499324188
159	0.07495694733
160	0.07493299484
161	0.07491682053
162	0.07488557434
163	0.07485764542
164	0.07484145508
165	0.07481399155
166	0.07476785965
167	0.07473758545
168	0.07470821457
169	0.07468858719
170	0.07467433548
171	0.07465797806
172	0.07461054077
173	0.0745802269
174	0.07453583984
175	0.07451234283
176	0.07449406204
177	0.0744685318
178	0.07443752213
179	0.07441702423
180	0.07435717392
181	0.07432222824
182	0.074297435
183	0.07427412109
184	0.0742478363
185	0.0742368248
186	0.07420894928
187	0.07417573547
188	0.07413272552
189	0.07410345001
190	0.07406180038
191	0.07403433685
192	0.0740140686
193	0.07399713516
194	0.07396201019
195	0.07392758102
196	0.07390072021
197	0.0738684845
198	0.07383851547
199	0.07382464981
200	0.07378136826
201	0.0737620163
202	0.07373311615
203	0.07371693115
204	0.07368581238
205	0.0736492897
206	0.07361658173
207	0.07358094864
208	0.07355989075
209	0.07352985687
210	0.07350351028
211	0.07347083435
212	0.07342225037
213	0.07338069916
214	0.07333295898
215	0.07331663971
216	0.07328880768
217	0.07327405396
218	0.07325678482
219	0.07322328949
220	0.07319382629
221	0.07318094101
222	0.07314308014
223	0.07311546783
224	0.07308778915
225	0.07306516266
226	0.07304193802
227	0.07301269531
228	0.07299316177
229	0.07296459808
230	0.07294240112
231	0.07292276077
232	0.07289578552
233	0.07287422714
234	0.07285070572
235	0.07281403885
236	0.07278698273
237	0.07276279984
238	0.07273907776
239	0.07271425018
240	0.07269170532
241	0.07267117157
242	0.07265027084
243	0.07262661591
244	0.07260439377
